index,trading_name,latitude,longitude,Address
3175,Rose's Bar,55.1217446,-7.906549499999999,"2 Main St, Creeslough, Co. Donegal, Ireland"
3176,Pete's Bar,55.083526,-8.2901039,"R257, Co. Donegal, Ireland"
3180,The Kicking Donkey,54.478953,-8.27821,"Main St, Drumacrin, Co. Donegal, Ireland"
3182,Nesbitt Arms Hotel,54.762176,-8.4135746,"The Diamond, Drumbaran, Ardara, Co. Donegal, Ireland"
3184,An Cluid,54.7970913,-8.2827773,"Drumnasillagh, Co. Donegal, Ireland"
3187,An Tuatha Nua,55.136396,-7.4560306,"60 Upper Main St, Ardaravan, Buncrana, Co. Donegal, F93 TPD8, Ireland"
3188,Malin Hotel,55.29531,-7.261287,"Drumcarbit, Malin, Co. Donegal, Ireland"
3191,Carrig Inn,54.9511459,-7.4272124,"Main St, Carrigans, Co. Donegal, Ireland"
3192,Arena 7,54.9571799,-7.7060473,"1 - 4, Ballyraine Industrial Estate, 4 Iona Rd, Ballyboe Lisnenan, Letterkenny, Co. Donegal, F92 VRC8, Ireland"
3195,The Bridge Bar,54.4802677,-8.275229,"Main St, Drumacrin, Bundoran, Co. Donegal, Ireland"
3197,The Fishermans Inn,54.9345548,-7.4629321,"Main St, Dundee, St Johnston, Co. Donegal, Ireland"
3198,Drift Inn,55.127661,-7.457131,"Buncrana Fire Station, Railway Rd, Ballymacarry Lower, Buncrana, Co. Donegal, Ireland"
3200,Lillies Bar,55.29485,-7.260815000000001,"McGonagles, Malin Diamond, Malin Town, Co. Donegal, Ireland"
3202,The Reveller,54.654148,-8.1107854,"Donegal Town Diamond, Bridge St, Milltown, Donegal, Ireland"
3204,The Pulse Niteclub,54.9534208,-7.730311699999999,"64 Port Rd, Gortlee, Letterkenny, Co. Donegal, F92 YDX8, Ireland"
3205,Bonner's Bar,55.0279949,-8.3466197,"Mullaghduff, Kincasslagh, Co. Donegal, Ireland"
3209,Bootleggers And,54.47998,-8.275549999999999,"Main St, Drumacrin, Bundoran, Co. Donegal, Ireland"
3212,Tir Na Nog,54.946744,-7.754595900000001,"Ballymacool, Sallaghagrane, Letterkenny, Co. Donegal, Ireland"
3213,Sister Saras,54.952965,-7.730011,"Port Rd, Gortlee, Letterkenny, Co. Donegal, Ireland"
3214,Dry Arch Inn,54.943869,-7.696755,"Dry Arch Complex, Bunnagee, Letterkenny, Co. Donegal, F92A30X, Ireland"
3215,The Limelight Bar,54.798125,-8.2842121,"Main Street, Drumnasillagh, Glenties, Co. Donegal, Ireland"
3222,Caislean Oir Teoranta,55.0208676,-8.3252462,"Wild Atalntic Way, Illannavoree, Annagry, Co. Donegal, Ireland"
3223,Mac's Bar,54.6318164,-8.3597465,"Dunkineely, Co. Donegal, Ireland"
3224,Mcintyres Bar,54.6318129,-8.3608422,"Main St, Dunkineely, Co. Donegal, Ireland"
3225,Backstage Bar And Grill,54.9435255,-7.7354014,"Century Cinemas, Leckview Lane, Oldtown, Letterkenny, Co. Donegal, F92 DA02, Ireland"
3234,Pettigo Inn,54.54898,-7.8343149,"Main St, Pettigo, Co. Donegal, Ireland"
3235,The Shamrock Lodge,55.136199,-8.105431,"Main St, Falcarragh, Co. Donegal, Ireland"
3236,Glenveigh Inn,55.0575877,-7.9376869,"Glenveagh National Park, Church Hill, Letterkenny, Co. Donegal, Ireland"
3237,Mcbrides,54.8027541,-7.591224799999999,"Main St, Castlefinn, Castlefin, Co. Donegal, Ireland"
3239,The Persian Bar,55.2514383,-7.2608659,"The Diamond, Gort Glebe, Carndonagh, Co. Donegal, Ireland"
3242,O'donnells Bar,54.6537725,-8.1109437,"Glebe, Donegal Town, Co. Donegal, F94 AP8W, Ireland"
3243,Rawdons,55.1897305,-7.0417225,"Malin Rd, Gort North, Moville, Co. Donegal, Ireland"
3244,The Silver Tassie,54.9861529,-7.670613500000001,"Ramelton Rd, Ballymaleel, Letterkenny, Co. Donegal, Ireland"
3247,Barretts Bar,54.799407,-7.781243000000001,"Main St, Stranorlar, Co. Donegal, Ireland"
3249,Flaherty's Bar,55.1359274,-7.4547719,"41 Upper Main St, Ardaravan, Buncrana, Co. Donegal, Ireland"
3254,The Fisherman's Inn,55.36738099999999,-7.331326000000001,"Ballygorman, Ballygorman, Malin Head, Co. Donegal, Ireland"
3255,Lighthouse Tavern,55.27012970000001,-7.6406683,"Arryheernabin, Co. Donegal, Ireland"
3257,The Station House Hotel,54.945669,-7.7402750000000005,"Lower Main St, Letterkenny, Co. Donegal, Ireland"
3260,Millbridge Bar And Restaurant,53.5633851,-7.763711000000001,"Main St, Ballymahon, Co. Longford, Ireland"
3262,Ard Ri Pub,54.98224,-7.727708,"Ballaghderg, Ballaghderg, Letterkenny, Co. Donegal, Ireland"
3266,Rosato S.bar,55.189345,-7.040910999999999,"7 Malin Rd, Gort North, Moville, Co. Donegal, Ireland"
3268,Excelsior Bar,55.1357325,-7.4545217,"25 Upper Main St, Ardaravan, Buncrana, Co. Donegal, Ireland"
3269,The Cavern,54.9480916,-7.7383088,"46 Lower Main St, Letterkenny, Co. Donegal, Ireland"
3270,T/a Conways Bar,55.0383191,-7.643286199999999,"Castle St, Rossreagh, Ramelton, Co. Donegal, Ireland"
3273,The Stepping Stone Bar,54.9504106,-8.360903799999999,"18 Lower Main St, Dunglow, Dungloe, Co. Donegal, Ireland"
3274,The Market House,54.6537489,-8.1110118,"The Diamond, Glebe, Donegal, Ireland"
3276,Central Bar,54.95127669999999,-7.736692499999999,"Upper Main St, Letterkenny, Co. Donegal, Ireland"
3282,The Estuary,53.4557467,-6.219740600000001,"Swords, Co. Dublin, Ireland"
3283,Carrolls,53.3572882,-6.4496334,"1/2 Demesne View (above Carrolls Pub, Main St, Palmerstown Lower, Dublin, Ireland"
3285,The Blue Haven,53.2935757,-6.3084054,"1 Ballyroan Rd, Rathfarnham, Dublin, 14, Ireland"
3296,Courtney's Bar,53.3563503,-6.4502164,"1 Main St, Lucan, South Dublin, Co. Dublin, Ireland"
3297,The Millrace,53.608332,-6.183263999999999,"1-3 Dublin Street, Balbriggan, Co. Dublin, Ireland"
3300,The Millenium,53.452738,-6.2434601,"Hilltown, Swords, Co. Fingal, Ireland"
3301,The Top Shop,53.52691,-6.1661947,"Main St, Lough Common, Lusk, Co. Dublin, Ireland"
3305,Gormleys,53.5654025,-6.3841053,"Main St, Garristown, Co. Dublin, Ireland"
3310,Joyous Garden,53.5228344,-6.104809599999999,"Old Rd, Rush, Co. Dublin, Ireland"
3311,Conways,53.301717,-6.1782603,"3 Main St, Blackrock, Co. Dublin, Ireland"
3314,Salmon's Public House,53.3907082,-6.4063368999999994,"Mountview Rd, Coolmine, Dublin, 15, Ireland"
3315,Rathcoole Inn,53.2811323,-6.470311499999999,"Main St, Rathcoole, Co. Dublin, Ireland"
3317,The Brook,53.4939563,-6.1094691,"Brook Cottage, Burrow Rd, Port Reachrann, Portrane, Co. Dublin, Ireland"
3326,Wright Venue,53.4453733,-6.223877799999999,"South Quarter, Airside Retail Park, Crowscastle, Swords, Co. Dublin, Ireland"
3331,The Igo Inn,53.25250080000001,-6.1232761,"Military Rd, Killiney, Ballybrack, Co. Dublin, Ireland"
3340,The Orchard,53.4712088,-6.2322682,"Applewood Village Green, Broadmeadow, Swords, Co. Dublin, Ireland"
3344,Gibney's Of Malahide,53.451198,-6.1535711,"6 New St, Malahide, Co. Dublin, Ireland"
3346,The Michael Collins,53.52184219999999,-6.0907146,"Lower Main St, Rush, Co. Dublin, Ireland"
3348,Walsh,53.5226875,-6.0977578,"69 Upper Main St, Rush, Co. Dublin, Ireland"
3349,The Central Lounge,53.6094074,-6.183334299999999,"Bridge St, Balbriggan, Co. Dublin, Ireland"
3354,Killians Of The Naul,53.586121,-6.290748799999999,"Naul, Co. Dublin, Ireland"
3357,The Strand Bar,53.5220849,-6.0922059,"R128, Rush, Co. Dublin, Ireland"
3359,The Bus Bar,53.5804297,-6.1072129,"98 Strand St, Townparks, Skerries, Co. Dublin, Ireland"
3360,The Harvest Inn,53.6109327,-6.1855012,"Drogheda St, Tankardstown, Balbriggan, Co. Dublin, Ireland"
3361,The Lucan Inn,53.3550237,-6.4562871,"Lucan Lodge, Leixlip Rd, Lucan, Co. Dublin, Ireland"
3362,Finnegans And Sorrento Lounge,53.2763844,-6.1028341,"1 Sorrento Rd, Dalkey, Co. Dublin, Ireland"
3365,The Royal Marine Hotel,53.292286,-6.133668,"Marine Rd, Dun Laoghaire, Dublin, Ireland"
3376,The Furry Bog,53.2781891,-6.2881487,"Whitechurch Shopping Centre, Whitechurch Green, Clarkstown, Dublin 16, Ireland"
3378,The Yacht Bar,53.5474221,-6.1015213,"R128, Thomastown, Co. Dublin, Ireland"
3382,The Steering Wheel,53.3209393,-6.3934543999999995,"Main St, Clondalkin, Dublin, Ireland"
3385,The Carlyan,53.5219295,-6.0876529,"Lower Main St, Rush, Co. Dublin, Ireland"
3386,The Penny Black,53.2961914,-6.340806499999999,"Castletymon Road, Tymon North, Dublin, Ireland"
3390,The Grange Pub,53.2787042,-6.1636573,"Dean's Grange Rd, Kill of the Grange, Dublin, Ireland"
3394,Smyths,53.4851898,-6.1511138,"Ballalease West, Donabate, Co. Dublin, Ireland"
3395,The Waterside Bar,53.3877621,-6.068760699999999,"Harbour Rd, Howth, Dublin, Ireland"
3398,The Millhouse,53.2883796,-6.204745000000001,"1 Lower Kilmacud Rd, Stillorgan, Co. Dublin, Ireland"
3399,The Halfway House,53.3724454,-6.331182,"Navan Rd, Ashtown, Dublin, Co. Dublin City, Ireland"
3400,Speaker Conolly,53.2819196,-6.3410478999999995,"Firhouse Rd, Tymon South, Firhouse, Co. Dublin, 24, Ireland"
3408,The Club,53.2773458,-6.102532399999999,"107 Coliemore Rd, Dalkey, Co. Dublin, Ireland"
3409,The Druids Chair,53.2644646,-6.1152548,"Killiney Hill Rd, Scalpwilliam, Killiney, Co. Dublin, Ireland"
3410,The Village Inn,53.52208899999999,-6.267341999999999,"Naul Rd,, Ballyboughal, Co. Dublin, Ireland"
3413,The Morgue,53.2983922,-6.302901500000001,"Templeogue Rd, Templeogue, Dublin 16, Ireland"
3414,The Blue Light,53.2547115,-6.2312846,"Barnacullia, Sandyford, Dublin 18, Ireland"
3417,Shanganagh Lounge,53.20312,-6.10964,"Main St, Bray, Co. Wicklow, Ireland"
3418,O'neills Pub (formerly Scotts),53.29177199999999,-6.135143999999999,"17 George's Street Upper, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland"
3422,Johnnie Foxs,53.22172,-6.219193,"Glencullen, Co. Dublin, Ireland"
3427,Lamb Doyles,53.264525,-6.240209,"Blackglen Rd, Sandyford, Dublin 18, Ireland"
3428,The Ramblers Rest,53.25270099999999,-6.124060999999999,"24 Bóthar an Teampaill, Gleann Na gCaorach, An Baile Breac, Co. Contae, Bhaile Át, Ballybrack, Dublin, A96 N9K3, Ireland"
3436,The Pub Monkstown,53.2952155,-6.148142000000001,"3-5 Old Dunleary Rd, Dún Laoghaire, Dublin, A96 X7W1, Ireland"
3442,The Swallows,53.3235963,-6.4247488,"Deansrath Shopping Centre, St Cuthberts Rd, Deansrath, Dublin 22, Ireland"
3455,The Bracken Court Hotel,53.608875,-6.182896,"Bridge Street, Balbriggan, Co. Dublin, Ireland"
3457,The Donaghmede Inn,53.39517859999999,-6.1621711,"Unit 1, Grange Rd, Grange, Dublin 13, Ireland"
3458,The Penny Hill,53.34735879999999,-6.4223124,"Ballyowen Castle Shopping Centre, Castle Rd, Ballyowen, Lucan, Co. Dublin, Ireland"
3465,Wrights Plaza Cafe Bar,53.4562873,-6.220701399999999,"The Plaza, Malahide Rd, Swords Demesne, Swords, Co. Dublin, Ireland"
3466,Newtown House,53.3964986,-6.188896799999999,"Malahide Road Industrial Park, Dublin, Ireland"
3468,Tgi Fridays,53.39188,-6.392648,"15 The Mall, Blanchardstown, Dublin 15, D15 E0V1, Ireland"
3469,Siam Thai Restaurant,53.4520422,-6.1531262,"1 The Green, Malahide, Co. Dublin, Ireland"
3476,Nealons,53.5793276,-6.1085563,"12 Church St, Townparks, Skerries, Co. Dublin, K34 XY22, Ireland"
3477,Coachman's Inn,53.4324994,-6.2292042,"Airport Road, Cloughran, Dublin, Ireland"
3479,Mount Merrion House,53.2965649,-6.2112621,"Mount Merrion Business Centre, Deerpark Rd, Mount Merrion, Blackrock, Co. Dublin, Ireland"
3481,Boomers,53.32352299999999,-6.379365,"Unit 6, Dutch Village Shopping Centre, Woodford Walk, Knockmitten, Dublin 22, Ireland"
3482,Blue Cafe Bar,53.585003,-6.104907499999999,"25 Harbour Rd, Townparks, Skerries, Co. Dublin, Ireland"
3493,The Graduate,53.2670432,-6.1357348,"Killiney Shopping Centre, Rochestown Ave, Dún Laoghaire, Killiney, Co. Dublin, Ireland"
3497,The Lord Mayor's Pub/off Licence,53.4547623,-6.2231747,"Main St, Swords Glebe, Swords, Co. Dublin, Ireland"
3500,The Step Inn,53.2530461,-6.2140208,"Enniskerry Road, Stepaside Village, Dublin 18, Ireland"
3501,The Purty Kitchen,53.2952155,-6.148142000000001,"3-5 Old Dunleary Rd, Dún Laoghaire, Dublin, A96 X7W1, Ireland"
3503,The Waterside,53.3285442,-6.3963701,"Ninth Lock Rd, Ballymanaggin, Dublin 22, Ireland"
3509,The Queens,53.2778457,-6.1050472,"12 Castle St, Dalkey, Co. Dublin, Ireland"
3512,Wrights Findlater Howth,53.3885945,-6.0723663,"Harbour Rd, Howth, Dublin, Ireland"
3514,The Playwright,53.28669619999999,-6.1764695,"Newtownpark Ave, Dublin, Ireland"
3517,Robbins,53.2946573,-6.1425068,"75 York Rd, Dún Laoghaire, Dublin, A96 FR99, Ireland"
3522,Murrays,53.5254144,-6.1652290999999995,"Station Rd, Lough Common, Lusk, Co. Dublin, Ireland"
3524,The Lough Inn,53.2466412,-6.1288529,"Loughlinstown, Co. Dublin, Ireland"
3525,Stoop Your Head,53.5843374,-6.1046891,"19 Harbour Rd, Townparks, Skerries, Co. Dublin, Ireland"
3527,St. Margaret's Golf And Country Club,53.451439,-6.304092,"Skephubble, St Margaret's, Co. Dublin, Ireland"
3535,The Gallop's,53.2574409,-6.1958538999999995,"Ballyogan Rd, Dublin, Co. Dublin, Ireland"
3537,Baurnaffa House,53.2812509,-6.4690297999999995,"Main St, Rathcoole, Co. Dublin, Ireland"
3541,The Old Orchard,53.2969798,-6.289777,"Old Orchard, Butterfield Ave, Rathfarnham, Dublin 14, Ireland"
3553,Bakers Corner,53.2806622,-6.157915,"Kill-O-The Grange Garda Station, Rochestown Ave, Kill of the Grange, Dublin, Ireland"
3560,Ballalley House,53.3555021,-6.4546966,"Leixlip Rd, Lucan, Co. Dublin, Ireland"
3562,The Foxes Covert/ Molloy's Pub/ Fables,53.2880048,-6.359526300000001,"24 Main St, Tallaght, Dublin, Ireland"
3564,The Dragon Inn,53.2879409,-6.3621488,"Main St, Tallaght, Dublin, 24, Ireland"
3567,Byrnes Of Galloping Green,53.280286,-6.188831,"Stillorgan Rd, Galloping Green North, Stillorgan, Co. Dublin, Ireland"
3568,Dolly Heffernan's And Extensions,53.376394,-6.3090148,"Ratoath Rd, Dublin, Ireland"
3570,Clontarf Baths,53.35991689999999,-6.205273,"123a Clontarf Rd, Clontarf, Dublin, Ireland"
3571,Brock Inn,53.4331354,-6.3325989,"North Rd, Broghan, Broughan, Co. Dublin, Ireland"
3572,The Wishing Well,53.2876638,-6.1778167,"18 - 20 Newtown Park, Newtownpark, Blackrock, Co. Dublin, A94 A6Y6, Ireland"
3574,Bolands On The Hill,53.28871849999999,-6.1982417,"1 The Hill, Stillorgan, Dublin, Ireland"
3576,Dunphys,53.293296,-6.138704,"41 George's Street Lower, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland"
3577,Breffni Lounge,53.30165909999999,-6.1776487,"10 Main St, Blackrock, Co. Dublin, Ireland"
3579,The Eagle House,53.287022,-6.1232,"18-19 Glasthule Rd, Dun Laoghaire, Glasthule, Co. Dublin, A96 H2N1, Ireland"
3582,Firhouse Inn,53.2866918,-6.3319844,"The Firhouse Inn, Firhouse Road, Dublin 24, Ireland"
3590,O'donohoe's,53.3014879,-6.1778922,"15 Main St, Blackrock, Dublin, Ireland"
3599,The White House,53.44021739999999,-6.3379575,"Newpark, Dublin, Ireland"
3602,Davy Byrnes,53.3418395,-6.2593729,"21 Duke St, Dublin 2, D02 K380, Ireland"
3603,The Black Raven,53.5799185,-6.1093882,"Church St, Townparks, Skerries, Co. Dublin, Ireland"
3606,The Salmon Leap,53.3625155,-6.4862593,"Cooldrinagh, Kildare, Ireland"
3608,King's Inn,53.2774988,-6.104780799999999,"Castle St, Dalkey, Co. Dublin, A96 VK71, Ireland"
3615,The Yacht Tavern,53.29467450000001,-6.1391104,"8 Wellington St, Dún Laoghaire, Dun Laoghaire, Co. Dublin, Ireland"
3623,Wrens Nest,53.36249900000001,-6.401746,"Lower Rd, Astagob, Chapelizod, Co. Dublin, Ireland"
3647,The Jobstown House,53.27777039999999,-6.3967627,"8 Blessington Rd, Tallaght Business Park, Dublin, Ireland"
3648,The Mcgettigans Pub,53.3472817,-6.2803233,"78 Queen St, Arran Quay, Dublin, Ireland"
3651,The Horse And Hound,53.2609149,-6.1502208,"Old School House, Bray Rd, Kilbogget, Cabinteely, Co. Dublin, Ireland"
3655,The Magic Carpet,53.2690573,-6.1668048,"Unit 2, Magic Carpet Centre, Bray Rd, Cornelscourt, Dublin 18, Ireland"
3660,P.mccormack And Sons,53.286355,-6.1455899999999986,"67 Mounttown Lower, Dun Laoghaire, Dublin, Ireland"
3662,Joe May,53.5847991,-6.1047614,"Harbour Rd, Townparks, Skerries, Co. Dublin, Ireland"
3663,Stillorgan Orchard,53.288267,-6.1967363,"1 The Hill, Stillorgan, Co. Dublin, Ireland"
3664,Marine Hotel,53.38869,-6.110448,"13 Sutton Cross, Burrow, Sutton, Co. Dublin, Ireland"
3668,The Golf Links Inn,53.4296011,-6.126033,"Portmarnock Hotel And Golf Links, Strand Rd, Burrow, Portmarnock, Co. Dublin, D13 V2X7, Ireland"
3676,Gleesons Of Booterstown,53.3054935,-6.1975978,"44 Booterstown Ave, Booterstown, Dublin, Ireland"
3678,Leopardstown Inn,53.279114,-6.197083,"Brewery Rd, Stillorgan, Dublin, Ireland"
3681,Duffy Arms,53.4507089,-6.154437199999999,"Main St, Malahide, Co. Dublin, Ireland"
3683,Ahernes,53.2779468,-6.358266299999999,"Old Bawn Rd, Oldbawn, Dublin, Ireland"
3684,Jack O'rourke's,53.3014879,-6.1778922,"15 Main St, Blackrock, Dublin, Ireland"
3685,The Milestone Inn,53.6110598,-6.1851686,"Drogheda St, Tankardstown, Balbriggan, Co. Dublin, Ireland"
3687,The Grand Hotel,53.450694,-6.1479779,"Grove Road, Malahide, Co. Dublin, K36 XT65, Ireland"
3688,The Lucan Spa Hotel,53.3558221,-6.4647413,"4A N4, Lucan, Co. Dublin, Ireland"
3689,The County Bar,53.35615230000001,-6.4651041,"Lucan, Co. Dublin, Ireland"
3690,"Club 92, Fillies Cafe Bar, The Pavilion, Leopardstown Golf Centre",53.2669359,-6.194915700000001,"Leopardstown Race Course, Carmanhall and Leopardstown, Dublin, Ireland"
3691,The Icon Centre,53.266888,-6.1954649,"Leopardstown Racecourse, Foxrock, Dublin 18, D18C9V6, Ireland"
3692,Charles Fitzgerald Albert House,53.2859438,-6.1185972,"11 Sandycove Road, Dún Laoghaire, Dublin, Ireland"
3693,Goggins,53.2936446,-6.1545412,"99 Monkstown Rd, Monkstown, Dublin, Ireland"
3703,The Star Bar,53.4586614,-6.220121799999999,"Main St, Townparks, Swords, Co. Dublin, Ireland"
3707,Man O War,53.5617257,-6.1843052,"Courtlough, Balbriggan, Co. Dublin, Ireland"
3714,Opium,53.33669949999999,-6.2657053,"26 Wexford St, Dublin 2, Co. Dublin, D02 HX93, Ireland"
3717,The Top House,53.3846406,-6.0652895000000004,"Main St, Howth, Binn Éadair, Co. Fingal, DUBLIN 13, Ireland"
3720,The Lighthouse,53.2929888,-6.1374504,"88 George's Street Lower, Dún Laoghaire, Co Dublin, Co. Dublin, A96 YA39, Ireland"
3723,The Cock Tavern,53.4578932,-6.2204945,"31 Main St, Swords Demesne, Swords, Co. Dublin, Ireland"
3735,Fern And Co,53.252599,-6.213273,"7 The Village Stepaside, Stepaside, Dublin 18, Ireland"
3753,The Maple Tree,53.27949100000001,-6.446414,"Slade Castle Court, Saggart, Dublin, Ireland"
3766,The Sallynoggin Inn,53.27674099999999,-6.142632,"Sallynoggin Inn, Sallynoggin Road, Dun Laoghaire, Co. Dublin, Ireland"
3767,The Golden Ball,53.239553,-6.196832,"Enniskerry Rd, Glenamuck South, Dublin, Ireland"
3772,The Abbey Tavern,53.3869991,-6.065744500000001,"28 Abbey St, Howth, Co. Dublin, D13 E9V4, Ireland"
3780,The Boot Inn,53.4319089,-6.2642910999999994,"Cloghran, R108, Huntstown, Dublin, Ireland"
3782,Mcloughlins,53.2900577,-6.1306601999999994,"George's Ireland, 73 George's Street Upper, Dún Laoghaire, Ireland"
3784,Delanys/ The Knocklyon Inn,53.2869926,-6.3279990999999995,"Knocklyon Rd, Knocklyon, Dublin, Ireland"
3789,The Malting House,53.5752286,-6.1046273,"Holmpatrick, Townparks, Skerries, Co. Dublin, Ireland"
3790,Balrothery Inn,53.5875131,-6.1883379,"Balrothery Lodge, Coach Rd, Balrothery, Co. Dublin, Ireland"
3791,Mccormacks,53.61793979999999,-6.2313332,"Balscadden, Balbriggan, Co. Dublin, Ireland"
3800,The Ploughman Bar And Grill,53.445699,-6.200618,"Kinsealy Shopping Centre, Drinan, Swords, Co. Dublin, K67 YT52, Ireland"
3810,Kealys Of Cloghran,53.4250108,-6.2299649,"Swords Rd, Cloghran, Dublin, Ireland"
3814,The Drop Inn,53.5227228,-6.098096099999999,"Upper Main St, Rush, Co. Dublin, Ireland"
3819,Coolquay Lodge,53.45889460000001,-6.3494703999999995,"Coolquoy Common, Co. Dublin, Ireland"
3827,O'dwyer's,53.288618,-6.216158,"118 Lower Kilmacud Rd, Stillorgan, Co. Dublin, Ireland"
3828,The Manor Inn,53.4600109,-6.2448415,"County, Brackenstown Rd, Swords, Co. Dublin, Ireland"
3829,Walters,53.28978859999999,-6.1300308,"68 George's Street Upper, Dún Laoghaire, Co. Dublin, A96 Y981, Ireland"
3832,The Salty Dog Tavern,53.5805813,-6.1066359,"16 Strand St, Townparks, Skerries, Co. Dublin, Ireland"
3834,Jd Wetherspoon Ireland,53.2939073,-6.133608199999999,"The Pavilion Centre, Marine Rd, Dublin 18, A96 X2H2, Ireland"
3835,The Old Borough,53.4564584,-6.222136099999999,"72 Main St, Swords Glebe, Swords, Co. Dublin, Ireland"
3837,Jd Wetherspoon Ireland,53.3007675,-6.177119299999999,"1-5 Temple Road, Carysfort Avenue, Blackrock, Co. Dublin, Ireland"
3852,Flash Harry's,53.300543,-6.176451399999999,"20 Temple Rd, Blackrock, Co. Dublin, A94 YX72, Ireland"
3853,Parnell Mooney,53.3522122,-6.261984099999999,"72-74 Parnell St, North City, Dublin 1, Ireland"
3854,Baileys,53.27707789999999,-6.103046700000001,"115 Coliemore Rd, Dalkey, Co. Dublin, A96 HE22, Ireland"
3857,Silver Tassie Lounge And Restaurant,53.245123,-6.134869,"The Silver Tassie, Bray Rd, Loughlinstown, Co. Dublin, D18 VK37, Ireland"
3858,The Canal Bar,53.3758928,-6.3320496,"73 Ashtown Village Centre, Ashtown, Dublin, D15 FYP5, Ireland"
3859,Captain America's Cookhouse,53.39494,-6.390948,"Unit 410, Blanchardstown Centre, Blanchardstown, Dublin 15, D15 YF4E, Ireland"
3860,T. G. I. Friday's,53.4457791,-6.2238722,"TGI Friday's Swords, Airside Retail Park, Dublin, Ireland"
3866,The Wicked Wolf,53.3019389,-6.1780524,"Main Street, Blackrock, Dublin, Ireland"
3891,Jacobs,53.28048279999999,-6.4445919,"Main Street, Saggart Village, Dublin, Ireland"
3897,Gondola Public House,53.2997106,-6.5009218,"Main St, Cornerpark, Newcastle, Co. Dublin, Ireland"
3898,Raff's On The Corner,53.5789961,-6.108533899999999,"65 Church St, Townparks, Skerries, Co. Dublin, Ireland"
3899,Ollies Place And The Snug,53.57877500000001,-6.1093275,"16 New St, Townparks, Skerries, Co. Dublin, Ireland"
3906,The Harbour Bar,53.5221689,-6.0825569999999995,"120-121 Lower Main St, Rush, Co. Dublin, K56 FP70, Ireland"
3918,The Summit Inn Hotel,53.372653,-6.058015999999999,"13 Thormanby Rd, Howth, Dublin 13, D13 XK50, Ireland"
3920,Castle Hotel/ Waltons Hotel,53.3547575,-6.2633887,"Gardiner Row, Gt Denmark Street, Dublin 1, D01 R640, Ireland"
3927,Oldtown House,53.5250038,-6.3149488,"4 The Orchard, Westpalstown, Oldtown, Co. Dublin, Ireland"
3931,The Harp Bar/ The Carnegie Court Hotel,53.462609,-6.217934,"North St, Townparks, Swords, Co. Dublin, Ireland"
3933,The Gladstone Inn,53.58072749999999,-6.108234800000001,"The Cross, Townparks, Skerries, Co. Dublin, Ireland"
3936,Lord Lucan,53.3412711,-6.4516031,"5, Finnstown Shopping Centre, Newcastle Rd, Finnstown, Lucan, Co. Dublin, Ireland"
3939,The Pound Pub,53.459385,-6.220716,"Bridge St, Townparks, Swords, Co. Dublin, Ireland"
3954,Gilbert And Wright,53.2946051,-6.1413405,"128 George's Street Lower, Dun Laoghaire, Dublin, Ireland"
3957,Fowlers Malahide,53.451127,-6.1538457,"12 New St, Malahide, Co. Dublin, Ireland"
3958,The Old Schoolhouse,53.45670399999999,-6.222931,"Church Rd, Swords Glebe, Swords, Co. Dublin, K67 Y935, Ireland"
3962,O'connells,53.38825629999999,-6.063981099999999,"E Pier, Howth, Dublin, Ireland"
3966,Keelings Of Donabate,53.487623,-6.1484331,"9 Main St, Ballalease West, Donabate, Co. Dublin, Ireland"
3969,The Hamlet,53.61311,-6.206637,"Castle Mill Shopping Centre, Hamlet Ln, Clogheder, Balbriggan, Co. Dublin, Ireland"
3979,The Punch Bowl,53.3088067,-6.1965365,"116 Rock Rd, Merrion, Blackrock, Co. Dublin, A94 X2C6, Ireland"
3980,An Poitin Stil,53.281281,-6.4764046,"Naas Rd, Rathcoole, Co. Dublin, Ireland"
3982,The Elphin,53.389349,-6.123679,"36 Baldoyle Rd, Burrow, Dublin, Ireland"
3999,Kennys,53.3571251,-6.4504189,"7 Main St, Lucan, Co. Dublin, Ireland"
4001,The Clonsilla Inn,53.382395700000004,-6.4078187,"Weavers Row, Clonsilla, Dublin, Ireland"
4007,The Paddocks,53.4042074,-6.426143499999999,"Littlepace Shopping Centre, Huntstown, Clonee, Co. Dublin, 15, Ireland"
4015,Muldowney's Of Rathcoole,53.28175299999999,-6.4660779999999995,"Main Street, Rathcoole, Dublin, D24AE33, Ireland"
4027,Ouzos Bar And Grill,53.30102520000001,-6.1772154,"39 Main St, Blackrock, Co. Dublin, A94 C7W0, Ireland"
4034,The Shop,53.21184270000001,-8.0939179,"Clonfert, Ballynakill, Ballinasloe, Co. Galway, Ireland"
4038,Vaughan's Pub-bistro,53.487427,-10.019192,"Market St, Clifden, Co. Galway, Ireland"
4044,Paddy Festys,53.4655285,-9.7237017,"Lissoughter, Recess, Co. Galway, Ireland"
4047,Mannions Bar,53.4877105,-10.0207971,"Market St, Clifden, Co. Galway, Ireland"
4049,Ej Kings,53.48824399999999,-10.0228889,"Market Square, Clifden, Co. Galway, H71 XV21, Ireland"
4050,Molly's Bar,53.5537976,-9.94849,"Letterfrack, Co. Galway, H91 X3A2, Ireland"
4051,Busker Brownes Bar And Restaurant,53.2711643,-9.0548104,"3 Kirwan's Ln, Galway, H91 N8H4, Ireland"
